router (none)
worker http://10.60.1.239:44989 http://10.60.1.239:41209 http://10.60.1.196:41875 http://10.60.1.196:42737 http://10.60.1.6:45075 http://10.60.1.6:43475 http://10.60.1.169:46383 http://10.60.1.169:44235 http://10.60.1.64:40411 http://10.60.1.64:37533 http://10.60.1.45:36489 http://10.60.1.45:46191 
10:12:31 t=1787047951 | 10.60.1.239:44989 -- | 10.60.1.239:41209 -- | 10.60.1.196:41875 -- | 10.60.1.196:42737 -- | 10.60.1.6:45075 -- | 10.60.1.6:43475 -- | 10.60.1.169:46383 -- | 10.60.1.169:44235 -- | 40411     - req=0 0/0 kv= 0% pre=0 | 37533     - req=0 0/0 kv= 0% pre=0 | 36489     - req=0 0/0 kv= 0% pre=0 | 46191     - req=0 0/0 kv= 0% pre=0 || 合计 -
10:23:50 t=1787048630 | 44989  97.1% req=1374 3/0 kv= 4% pre=0 | 41209  96.6% req=1393 27/0 kv=28% pre=0 | 41875  97.6% req=1496 9/0 kv=11% pre=0 | 42737  98.4% req=1382 8/0 kv=11% pre=0 | 45075  97.2% req=1622 7/0 kv= 9% pre=0 | 43475  97.3% req=1651 3/0 kv= 3% pre=0 | 46383  97.1% req=1562 11/0 kv=13% pre=0 | 44235  96.9% req=1547 0/0 kv= 0% pre=0 | 40411  97.6% req=1463 9/0 kv=10% pre=0 | 37533  97.5% req=1564 4/0 kv= 4% pre=0 | 36489  98.1% req=1198 0/0 kv= 0% pre=0 | 46191  98.3% req=1150 1/0 kv= 2% pre=0 || 合计 97.4%
10:24:20 t=1787048660 | 44989  97.5% req=1392 3/0 kv= 4% pre=0 | 41209  97.4% req=1455 22/0 kv=24% pre=0 | 41875  97.8% req=1532 6/0 kv= 8% pre=0 | 42737  97.9% req=1423 5/0 kv= 7% pre=0 | 45075  97.6% req=1676 4/0 kv= 5% pre=0 | 43475  96.8% req=1710 22/0 kv=24% pre=0 | 46383  97.5% req=1615 1/0 kv= 1% pre=0 | 44235  96.6% req=1568 3/0 kv= 3% pre=0 | 40411  97.5% req=1502 6/0 kv= 7% pre=0 | 37533  97.0% req=1612 14/0 kv=16% pre=0 | 36489  98.3% req=1204 1/0 kv= 2% pre=0 | 46191  98.1% req=1162 2/0 kv= 3% pre=0 || 合计 97.4%
10:24:50 t=1787048690 | 44989  98.9% req=1402 1/0 kv= 1% pre=0 | 41209  97.7% req=1509 19/0 kv=23% pre=0 | 41875  98.0% req=1559 5/0 kv= 7% pre=0 | 42737  98.4% req=1458 2/0 kv= 2% pre=0 | 45075  96.8% req=1716 9/0 kv=11% pre=0 | 43475  97.4% req=1794 8/0 kv=10% pre=0 | 46383  97.0% req=1651 6/0 kv= 7% pre=0 | 44235  98.0% req=1587 3/0 kv= 3% pre=0 | 40411  97.4% req=1531 4/0 kv= 5% pre=0 | 37533  97.2% req=1665 11/0 kv=13% pre=0 | 36489  99.0% req=1209 0/0 kv= 0% pre=0 | 46191  98.2% req=1172 1/0 kv= 2% pre=0 || 合计 97.6%
10:25:21 t=1787048721 | 44989  97.7% req=1408 1/0 kv= 1% pre=0 | 41209  97.5% req=1566 11/0 kv=14% pre=0 | 41875  98.3% req=1581 4/0 kv= 5% pre=0 | 42737  98.4% req=1486 5/0 kv= 7% pre=0 | 45075  97.7% req=1758 7/0 kv= 9% pre=0 | 43475  97.6% req=1861 13/0 kv=15% pre=0 | 46383  95.6% req=1679 4/0 kv= 5% pre=0 | 44235  97.4% req=1598 1/0 kv= 1% pre=0 | 40411  97.1% req=1557 1/0 kv= 1% pre=0 | 37533  97.5% req=1721 3/0 kv= 3% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191  98.3% req=1178 1/0 kv= 2% pre=0 || 合计 97.5%
10:25:51 t=1787048751 | 44989  97.3% req=1414 0/0 kv= 0% pre=0 | 41209  97.6% req=1613 12/0 kv=14% pre=0 | 41875  97.7% req=1602 3/0 kv= 4% pre=0 | 42737  97.2% req=1509 0/0 kv= 0% pre=0 | 45075  98.2% req=1789 4/0 kv= 6% pre=0 | 43475  97.6% req=1925 11/0 kv=13% pre=0 | 46383  97.5% req=1696 1/0 kv= 1% pre=0 | 44235  97.8% req=1604 1/0 kv= 1% pre=0 | 40411  97.9% req=1573 2/0 kv= 3% pre=0 | 37533  98.1% req=1767 6/0 kv= 7% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191  99.1% req=1184 0/0 kv= 0% pre=0 || 合计 97.8%
10:26:21 t=1787048781 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  97.3% req=1663 10/0 kv=13% pre=0 | 41875  98.2% req=1619 3/0 kv= 4% pre=0 | 42737  98.5% req=1515 1/0 kv= 1% pre=0 | 45075  96.5% req=1805 1/0 kv= 2% pre=0 | 43475  97.3% req=1979 9/0 kv=12% pre=0 | 46383  96.9% req=1706 1/0 kv= 2% pre=0 | 44235  97.2% req=1610 1/0 kv= 1% pre=0 | 40411  97.4% req=1590 3/0 kv= 4% pre=0 | 37533  97.7% req=1807 5/0 kv= 6% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 97.4%
10:26:52 t=1787048812 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  98.1% req=1711 8/0 kv=11% pre=0 | 41875  97.0% req=1635 1/0 kv= 1% pre=0 | 42737  97.8% req=1518 0/0 kv= 0% pre=0 | 45075  98.4% req=1811 1/0 kv= 2% pre=0 | 43475  98.2% req=2022 2/0 kv= 2% pre=0 | 46383  98.4% req=1712 1/0 kv= 2% pre=0 | 44235  98.0% req=1617 1/0 kv= 1% pre=0 | 40411  98.4% req=1604 1/0 kv= 2% pre=0 | 37533  98.0% req=1839 5/0 kv= 7% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 98.0%
10:27:22 t=1787048842 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  98.1% req=1748 5/0 kv= 6% pre=0 | 41875  97.1% req=1641 1/0 kv= 1% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475  97.5% req=2046 4/0 kv= 5% pre=0 | 46383  99.0% req=1719 0/0 kv= 0% pre=0 | 44235  98.0% req=1623 0/0 kv= 0% pre=0 | 40411  97.3% req=1610 1/0 kv= 2% pre=0 | 37533  98.3% req=1869 2/0 kv= 2% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 98.0%
10:27:52 t=1787048872 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  98.0% req=1771 3/0 kv= 4% pre=0 | 41875  97.6% req=1648 1/0 kv= 1% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475  98.0% req=2060 2/0 kv= 2% pre=0 | 46383  98.5% req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411  98.2% req=1616 1/0 kv= 2% pre=0 | 37533  98.6% req=1891 3/0 kv= 4% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 98.2%
10:28:23 t=1787048903 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  98.9% req=1786 2/0 kv= 2% pre=0 | 41875  97.6% req=1654 1/0 kv= 1% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475  97.6% req=2072 1/0 kv= 1% pre=0 | 46383     - req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411  97.8% req=1619 0/0 kv= 0% pre=0 | 37533  98.3% req=1906 2/0 kv= 2% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 98.2%
10:28:53 t=1787048933 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  95.7% req=1796 1/0 kv= 1% pre=0 | 41875  97.4% req=1658 0/0 kv= 0% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475  97.1% req=2079 1/0 kv= 1% pre=0 | 46383     - req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411     - req=1619 0/0 kv= 0% pre=0 | 37533  97.9% req=1916 1/0 kv= 1% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 96.9%
10:29:23 t=1787048963 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  98.0% req=1805 2/0 kv= 3% pre=0 | 41875     - req=1658 0/0 kv= 0% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475  95.7% req=2085 0/0 kv= 0% pre=0 | 46383     - req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411     - req=1619 0/0 kv= 0% pre=0 | 37533  98.8% req=1919 0/0 kv= 0% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 97.3%
10:29:53 t=1787048993 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  98.6% req=1815 2/0 kv= 3% pre=0 | 41875     - req=1658 0/0 kv= 0% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475     - req=2085 0/0 kv= 0% pre=0 | 46383     - req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411     - req=1619 0/0 kv= 0% pre=0 | 37533     - req=1919 0/0 kv= 0% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 98.6%
10:30:24 t=1787049024 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  97.7% req=1825 2/0 kv= 3% pre=0 | 41875     - req=1658 0/0 kv= 0% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475     - req=2085 0/0 kv= 0% pre=0 | 46383     - req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411     - req=1619 0/0 kv= 0% pre=0 | 37533     - req=1919 0/0 kv= 0% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 97.7%
10:30:54 t=1787049054 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209  98.7% req=1833 0/0 kv= 0% pre=0 | 41875     - req=1658 0/0 kv= 0% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475     - req=2085 0/0 kv= 0% pre=0 | 46383     - req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411     - req=1619 0/0 kv= 0% pre=0 | 37533     - req=1919 0/0 kv= 0% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 98.7%
10:31:24 t=1787049084 | 44989     - req=1414 0/0 kv= 0% pre=0 | 41209     - req=1833 0/0 kv= 0% pre=0 | 41875     - req=1658 0/0 kv= 0% pre=0 | 42737     - req=1518 0/0 kv= 0% pre=0 | 45075     - req=1812 0/0 kv= 0% pre=0 | 43475     - req=2085 0/0 kv= 0% pre=0 | 46383     - req=1720 0/0 kv= 0% pre=0 | 44235     - req=1623 0/0 kv= 0% pre=0 | 40411     - req=1619 0/0 kv= 0% pre=0 | 37533     - req=1919 0/0 kv= 0% pre=0 | 36489     - req=1209 0/0 kv= 0% pre=0 | 46191     - req=1184 0/0 kv= 0% pre=0 || 合计 -
